V_B2_A,V_B2_B,V_B2_C,V_B3_A,V_B3_B,V_B3_C,V_B4_A,V_B4_B,V_B4_C,V_B5_A,V_B5_B,V_B5_C,I_B2_A,I_B2_B,I_B2_C,I_B3_A,I_B3_B,I_B3_C,I_B4_A,I_B4_B,I_B4_C,I_B5_A,I_B5_B,I_B5_C,class_label,class_name
3421.84574092319,8328.81402563002,10556.6585721263,1196.0450645717,8783.6092787772,9895.75064601674,3415.37938752856,8313.07488725119,10536.7094090689,8068.78676996942,9926.28236003312,10456.1417824563,63.0094299756808,33.7333668737433,88.6094811503671,6037.7317328078,5944.68669129609,117.997974763931,104.893305910606,56.1567432999264,147.510324033374,82.5252119932366,76.9999978346091,97.6647512430277,5,LL-B3
3414.81640193711,8307.71302499926,10514.6018500841,1193.68694812728,8750.94605640905,9857.96884120324,3407.19364328087,8289.1680921042,10491.1305598051,8049.69875635459,9904.12434659767,10414.8865384931,74.1457464809863,39.9013063099219,104.356673083936,6035.90955172352,5926.92204743085,138.924932240179,123.389797195641,66.401841584194,173.665373498051,97.1594474554237,90.8677985337159,115.043992409072,5,LL-B3
3414.81640193384,8307.7130249951,10514.6018500784,1193.68694812886,8750.94605640426,9857.96884119765,3407.1936432777,8289.1680920989,10491.1305597994,8049.69875634974,9904.12434659194,10414.8865384872,74.1457464809437,39.901306309886,104.356673083881,6035.90955171624,5926.92204742374,138.924932240102,123.389797195557,66.4018415841329,173.665373497961,97.1594474553642,90.8677985336625,115.043992409007,5,LL-B3
3414.81640193207,8307.7130249914,10514.6018500735,1193.68694812559,8750.94605639883,9857.96884119121,3407.19364327759,8289.16809209362,10491.1305597937,8049.69875634494,9904.12434658719,10414.8865384823,74.1457464808951,39.9013063098646,104.356673083818,6035.90955171662,5926.92204742443,138.924932240024,123.389797195513,66.4018415841056,173.665373497876,97.1594474553135,90.8677985336279,115.043992408926,5,LL-B3
6525.0875650889,7832.18809281616,11717.8006003274,4886.92839645102,7712.07400252429,11377.2758384484,6517.23476383364,7822.7622457688,11703.6985001746,8991.84386629161,9864.6715396444,10986.1405123781,52.0738372619182,25.316228240653,56.7737424514485,4936.02950413692,4894.58821283113,75.650341304003,86.7482740332792,42.1735601030327,94.5777079930796,58.0407156663883,50.9499863619153,62.5513871598519,5,LL-B3
6525.08756508354,7832.18809281193,11717.8006003218,4886.92839644772,7712.0740025208,11377.2758384418,6517.2347638295,7822.76224576473,11703.6985001685,8991.84386628684,9864.67153963896,10986.1405123718,52.0738372618915,25.3162282406358,56.7737424514145,4936.02950413403,4894.58821282834,75.6503413039656,86.748274033233,42.1735601030062,94.5777079930267,58.040715666356,50.9499863618873,62.5513871598168,5,LL-B3
6525.08756508152,7832.18809280816,11717.8006003144,4886.92839644557,7712.07400251504,11377.2758384369,6517.23476382509,7822.76224575978,11703.6985001622,8991.84386628193,9864.67153963427,10986.140512366,52.0738372618648,25.3162282406263,56.7737424513813,4936.02950413138,4894.58821282566,75.6503413039276,86.7482740331837,42.1735601029891,94.5777079929674,58.0407156663223,50.9499863618641,62.5513871597867,5,LL-B3
6505.42730498305,7825.38072896577,11678.5103659502,4871.53345128923,7699.42645471031,11339.5121094337,6495.92284250994,7813.9478289022,11661.4480210492,8971.21061568334,9849.18666169817,10952.9563626575,62.9943974925494,30.7833651957731,68.7649551696273,4930.8589999384,4880.97260606394,91.6072035896698,104.913392857664,51.2678494502929,114.523910906791,70.25972941864,61.7859850878153,75.7737959906331,5,LL-B3
6505.42730497881,7825.38072896167,11678.5103659438,4871.53345128616,7699.42645470655,11339.5121094268,6495.92284250593,7813.94782889769,11661.4480210435,8971.21061567784,9849.18666169388,10952.9563626514,62.9943974925153,30.7833651957534,68.7649551695955,4930.85899993534,4880.97260606112,91.6072035896198,104.91339285761,51.2678494502644,114.523910906727,70.2597294186064,61.7859850877795,75.7737959905902,5,LL-B3
6505.42730497481,7825.38072895815,11678.5103659364,4871.53345128421,7699.42645470265,11339.5121094214,6495.92284250312,7813.94782889231,11661.4480210367,8971.21061567283,9849.18666168756,10952.9563626453,62.994397492481,30.7833651957385,68.7649551695539,4930.85899993296,4880.97260605863,91.6072035895721,104.913392857545,51.2678494502392,114.523910906669,70.2597294185637,61.7859850877469,75.7737959905526,5,LL-B3
6485.86104832154,7818.26658792766,11639.1364969321,4856.2134715183,7686.52988974979,11301.6434815834,6474.71632510269,7804.83239932069,11619.1368645485,8950.56706138868,9833.44487228912,10919.6914419153,73.8311946162494,36.2636442718691,80.6929388653894,4925.66021978513,4867.48032098692,107.472442682772,122.929691647432,60.379337379322,134.354565948539,82.4017910113962,72.5916568275893,88.9304790730664,5,LL-B3
6485.86104831735,7818.266587923,11639.1364969272,4856.2134715142,7686.52988974579,11301.6434815778,6474.71632509877,7804.83239931652,11619.1368645428,8950.56706138361,9833.44487228365,10919.6914419097,73.8311946162074,36.2636442718398,80.6929388653487,4925.66021978222,4867.48032098396,107.472442682718,122.929691647369,60.3793373792896,134.354565948473,82.4017910113517,72.5916568275564,88.9304790730253,5,LL-B3
6485.86104831375,7818.26658791939,11639.1364969202,4856.21347151078,7686.529889741,11301.6434815712,6474.71632509642,7804.83239931095,11619.1368645355,8950.5670613778,9833.44487227835,10919.6914419039,73.8311946161788,36.2636442718193,80.6929388653118,4925.66021977973,4867.48032098159,107.47244268267,122.929691647297,60.3793373792332,134.354565948397,82.4017910113024,72.5916568275105,88.9304790729725,5,LL-B3
6472.86891522823,7813.35632636939,11612.8440986403,4846.04164303381,7677.79676510507,11276.3428268863,6460.6369760527,7798.59125607642,11590.8990402506,8936.7995441675,9822.81019523738,10897.472891079,81.0092772665206,39.9240811181515,88.6094811505615,4922.1788495846,4858.55375148318,117.99797476441,134.858082546797,66.462573287334,147.510324033678,90.4537913367417,79.7782870073272,97.6647512432178,5,LL-B3
6472.86891522398,7813.35632636525,11612.8440986339,4846.04164303029,7677.79676510022,11276.3428268801,6460.6369760484,7798.59125607205,11590.8990402443,8936.79954416293,9822.81019523152,10897.4728910735,81.0092772664738,39.9240811181328,88.6094811505132,4922.17884958163,4858.55375148029,117.997974764358,134.85808254673,66.4625732872781,147.510324033601,90.4537913366932,79.7782870072806,97.6647512431656,5,LL-B3
6472.8689152215,7813.3563263604,11612.8440986279,4846.04164302869,7677.79676509492,11276.3428268745,6460.63697604493,7798.59125606837,11590.8990402382,8936.79954415842,9822.81019522653,10897.4728910674,81.0092772664266,39.9240811180972,88.6094811504624,4922.17884957924,4858.55375147794,117.997974764296,134.858082546649,66.4625732872596,147.510324033517,90.4537913366494,79.7782870072382,97.6647512431087,5,LL-B3
6447.00903667539,7803.14169482195,11560.1645616385,4825.79714201866,7660.01338173181,11225.6187495921,6432.61764936589,7785.72309035395,11534.3593100238,8909.25369708336,9801.21144204556,10852.9429481819,95.2542219354796,47.2605284647261,104.356673083869,4915.17940902851,4840.86384957851,138.924932240321,158.517510367261,78.6487061483252,173.66537349795,106.455435105831,94.1095827999988,115.043992409112,5,LL-B3
6447.00903667185,7803.14169481692,11560.1645616324,4825.79714201651,7660.01338172812,11225.618749586,6432.61764936269,7785.72309034939,11534.3593100176,8909.2536970781,9801.21144203971,10852.9429481765,95.2542219354304,47.2605284647001,104.356673083817,4915.1794090255,4840.86384957556,138.924932240249,158.51751036717,78.6487061482864,173.66537349787,106.455435105777,94.109582799949,115.04399240904,5,LL-B3
6447.00903666702,7803.14169481365,11560.1645616259,4825.79714201401,7660.013381724,11225.61874958,6432.61764936061,7785.72309034565,11534.359310011,8909.25369707287,9801.21144203527,10852.9429481699,95.2542219353776,47.2605284646722,104.356673083758,4915.17940902316,4840.86384957328,138.924932240166,158.517510367091,78.6487061482554,173.665373497759,106.455435105705,94.1095827998974,115.043992408989,5,LL-B3
8501.64509977814,8301.20566509015,12024.5834260904,7313.12634101992,7917.59523571972,11875.6073727512,8491.41356204556,8291.21536354446,12010.1121222722,9773.78385529143,10032.3940574186,11166.6868312117,57.5766275917082,35.3837837956278,56.7737424514373,3711.04779567017,3687.08341446754,75.6503413042783,95.9152106538769,58.944804818686,94.5777079930617,61.1832642663854,54.3017050082039,62.5513871598134,5,LL-B3
8501.64509977376,8301.20566508485,12024.5834260835,7313.12634101611,7917.59523571589,11875.6073727447,8491.41356204111,8291.21536353984,12010.1121222662,9773.78385528732,10032.3940574137,11166.6868312066,57.5766275916769,35.3837837956069,56.7737424514062,3711.04779566813,3687.08341446556,75.6503413042414,95.9152106538216,58.9448048186526,94.5777079930145,61.1832642663549,54.301705008177,62.5513871597872,5,LL-B3
8501.64509976969,8301.20566508084,12024.5834260769,7313.12634101162,7917.59523571161,11875.6073727379,8491.41356203687,8291.21536353557,12010.1121222595,9773.78385528089,10032.3940574083,11166.6868311996,57.5766275916493,35.383783795588,56.7737424513734,3711.04779566613,3687.08341446353,75.6503413042055,95.9152106537741,58.9448048186224,94.5777079929564,61.1832642663122,54.3017050081462,62.5513871597525,5,LL-B3
8470.52769840763,8292.50574412664,11982.2019653954,7285.01540907732,7907.08683555459,11832.729442461,8458.15222173397,8280.39037000835,11964.6959282661,9746.88091869974,10014.5552159355,11132.9218389647,69.631654491629,42.9149891092088,68.7649551696358,3708.3811932787,3679.55921327922,91.6072035899687,115.967346575862,71.4723418507318,114.523910906806,74.0533229695888,65.8130304557746,75.7737959905975,5,LL-B3
8470.52769840377,8292.50574412193,11982.2019653888,7285.01540907326,7907.08683555068,11832.729442455,8458.15222172919,8280.39037000426,11964.695928259,9746.88091869418,10014.5552159307,11132.921838959,69.6316544915894,42.9149891091849,68.7649551696025,3708.38119327673,3679.55921327719,91.6072035899251,115.967346575798,71.472341850693,114.523910906748,74.0533229695505,65.8130304557405,75.7737959905556,5,LL-B3
8470.52769839952,8292.50574411698,11982.2019653812,7285.01540906974,7907.08683554676,11832.729442448,8458.15222172427,8280.39036999838,11964.6959282526,9746.88091868828,10014.5552159241,11132.9218389518,69.6316544915527,42.9149891091621,68.7649551695626,3708.38119327468,3679.5592132752,91.6072035898734,115.967346575736,71.4723418506542,114.52391090668,74.0533229695129,65.8130304557046,75.7737959905114,5,LL-B3
8439.56586671356,8283.51521319455,11939.7699218666,7257.04921649073,7896.29864100236,11789.7977899514,8425.06407944209,8269.28158099342,11919.253710662,9720.00499434628,9996.49440957728,11099.0685170927,81.5875741889439,50.4276117540041,80.6929388653692,3705.6873456298,3672.10444251878,107.472442683038,135.844142765616,83.9624876160661,134.354565948501,86.8385736872549,77.2794341290546,88.9304790730704,5,LL-B3
8439.56586670857,8283.51521318999,11939.7699218607,7257.04921648658,7896.29864099789,11789.7977899449,8425.06407943701,8269.28158098845,11919.2537106556,9720.00499434027,9996.49440957187,11099.0685170866,81.5875741889004,50.4276117539723,80.6929388653263,3705.68734562777,3672.10444251671,107.472442682978,135.84414276554,83.9624876160135,134.354565948426,86.838573687204,77.2794341290095,88.9304790730308,5,LL-B3
8439.56586670509,8283.51521318675,11939.7699218536,7257.049216483,7896.29864099286,11789.7977899394,8425.06407943196,8269.28158098446,11919.2537106488,9720.00499433424,9996.49440956656,11099.0685170812,81.5875741888587,50.4276117539511,80.6929388652841,3705.68734562581,3672.10444251481,107.472442682928,135.844142765472,83.9624876159846,134.354565948357,86.8385736871544,77.2794341289661,88.930479072978,5,LL-B3
8419.01102684636,8277.36263879445,11911.4570992158,7238.485416132,7888.95385520746,11761.1501794306,8403.10142255403,8261.72072241996,11888.9477472267,9702.10344822009,9984.33284856737,11076.4536620042,89.5033109324483,55.4255774445878,88.6094811506397,3703.87657393632,3667.17317334658,117.997974764799,148.998303735953,92.2682851928564,147.510324033811,95.3150127469129,84.8985633324966,97.6647512432948,5,LL-B3
8419.0110268415,8277.36263879029,11911.4570992092,7238.48541612788,7888.95385520289,11761.1501794244,8403.10142254967,8261.72072241599,11888.9477472203,9702.103448215,9984.33284856181,11076.4536619985,89.5033109324009,55.4255774445583,88.6094811505911,3703.87657393422,3667.17317334455,117.997974764742,148.998303735867,92.268285192806,147.510324033737,95.3150127468629,84.8985633324523,97.6647512432435,5,LL-B3
8419.01102683688,8277.3626387855,11911.4570992024,7238.48541612363,7888.95385519891,11761.1501794188,8403.10142254535,8261.72072241036,11888.9477472134,9702.10344821006,9984.33284855632,11076.4536619928,89.5033109323519,55.4255774445328,88.6094811505438,3703.87657393226,3667.17317334256,117.997974764668,148.998303735778,92.2682851927618,147.510324033649,95.3150127468125,84.8985633324066,97.6647512431917,5,LL-B3
8378.10850268567,8264.68310647634,11854.7807416715,7201.55034893326,7873.90542670753,11703.8002092136,8359.40641053462,8246.23422056719,11828.3178334453,9666.3400528194,9959.72547053023,11031.1218472505,105.203598372031,65.3960863368218,104.356673083815,3700.2200491962,3657.40318786739,138.924932240538,175.074785817598,108.829032269895,173.665373497849,112.155115029265,100.07600203845,115.043992409144,5,LL-B3
8378.10850268109,8264.68310647136,11854.7807416646,7201.5503489289,7873.90542670342,11703.8002092064,8359.40641053003,8246.23422056212,11828.3178334394,9666.34005281376,9959.72547052486,11031.1218472446,105.203598371967,65.3960863367814,104.356673083761,3700.22004919417,3657.40318786534,138.924932240454,175.074785817501,108.829032269844,173.665373497771,112.1551150292,100.076002038386,115.043992409072,5,LL-B3
8378.10850267698,8264.68310646754,11854.7807416583,7201.55034892521,7873.90542669906,11703.8002092008,8359.4064105265,8246.23422055721,11828.3178334319,9666.34005280834,9959.72547051836,11031.1218472382,105.203598371907,65.3960863367605,104.356673083697,3700.22004919213,3657.40318786329,138.924932240377,175.074785817409,108.829032269791,173.665373497669,112.155115029141,100.076002038345,115.043992409018,5,LL-B3
10599.2336263708,10164.8872291517,11410.8974982267,10268.4669973341,9970.14176672769,11414.6588533105,10586.4776986649,10152.6540296167,11397.1647544628,10743.3263068851,10641.4861823807,11047.5654233288,58.8991582165777,52.3092930407994,56.773742451413,1082.88919557473,1091.19645754044,75.6503413065449,98.1183755947338,87.1405129634161,94.5777079930161,63.1241091766915,60.7747238353559,62.5513871597571,5,LL-B3
10599.2336263654,10164.8872291463,11410.8974982208,10268.4669973287,9970.14176672252,11414.658853304,10586.4776986592,10152.6540296108,11397.1647544564,10743.3263068795,10641.4861823755,11047.5654233228,58.8991582165467,52.3092930407699,56.7737424513835,1082.88919557418,1091.19645753987,75.6503413065061,98.1183755946812,87.1405129633771,94.5777079929705,63.1241091766612,60.7747238353252,62.5513871597303,5,LL-B3
10599.233626359,10164.8872291404,11410.8974982131,10268.4669973224,9970.14176671761,11414.6588532992,10586.477698653,10152.6540296077,11397.1647544501,10743.3263068726,10641.4861823688,11047.565423316,58.8991582165185,52.3092930407351,56.7737424513513,1082.88919557355,1091.19645753926,75.6503413064619,98.1183755946227,87.1405129633254,94.5777079929163,63.1241091766245,60.774723835289,62.5513871596886,5,LL-B3
10565.5988025143,10140.7092555064,11377.4272370663,10233.5965725773,9944.34765392479,11378.6195415536,10550.1624283882,10125.8936488788,11360.8047812111,10714.1218621176,10616.8101848521,11018.7098228811,71.2898857022133,63.3450139720142,68.7649551696305,1091.48997179909,1101.31023458202,91.6072035922567,118.729031337244,105.497323667005,114.523910906795,76.4383626755353,73.6144323019231,75.7737959905449,5,LL-B3
10565.5988025084,10140.7092555005,11377.4272370617,10233.5965725717,9944.34765392025,11378.6195415473,10550.1624283827,10125.8936488734,11360.8047812045,10714.1218621112,10616.8101848465,11018.7098228762,71.2898857021749,63.3450139719767,68.7649551695972,1091.48997179851,1101.31023458142,91.6072035922084,118.729031337182,105.497323666948,114.523910906733,76.4383626754942,73.6144323018855,75.7737959905015,5,LL-B3
10565.5988025022,10140.7092554954,11377.4272370542,10233.596572566,9944.34765391354,11378.6195415423,10550.1624283779,10125.8936488674,11360.8047811987,10714.1218621053,10616.8101848406,11018.709822869,71.2898857021341,63.3450139719408,68.764955169558,1091.48997179788,1101.31023458082,91.6072035921544,118.72903133711,105.497323666883,114.523910906672,76.4383626754487,73.6144323018404,75.7737959904618,5,LL-B3
10531.904577525,10116.3605237799,11343.7802708295,10198.6850325913,9918.39547282758,11342.4204618003,10513.8075147453,10098.9774964455,11324.2881572528,10684.8133526725,10591.961065242,10989.6748298517,83.5984184389445,74.3188372409813,80.6929388653226,1100.10338338312,1111.35133528038,107.472442685261,139.192219038177,123.741621678203,134.35456594843,89.6765429233995,86.3883418505728,88.9304790730679,5,LL-B3
10531.9045775195,10116.3605237745,11343.7802708236,10198.6850325851,9918.39547282211,11342.4204617937,10513.8075147398,10098.9774964408,11324.2881572463,10684.8133526667,10591.9610652355,10989.6748298463,83.5984184389068,74.3188372409436,80.6929388652795,1100.10338338248,1111.35133527977,107.4724426852,139.192219038111,123.741621678134,134.354565948364,89.6765429233531,86.3883418505273,88.9304790730229,5,LL-B3
10531.904577513,10116.3605237689,11343.780270816,10198.6850325803,9918.39547281649,11342.4204617874,10513.8075147338,10098.9774964338,11324.28815724,10684.8133526619,10591.9610652307,10989.6748298402,83.5984184388594,74.3188372409036,80.6929388652338,1100.10338338191,1111.35133527915,107.472442685135,139.19221903803,123.74162167806,134.35456594829,89.6765429233042,86.3883418504745,88.93047907297,5,LL-B3
10509.4117165341,10100.0358534127,11321.2548871235,10175.3907024967,9901.00889422994,11318.2031154977,10489.5518427225,10080.9495889336,11299.860857054,10665.2193418668,10575.3014830997,10970.22209641,91.7582977738587,81.6002044727788,88.609481150722,1105.85066920166,1118.00492763025,117.997974767179,152.752234404371,135.841813301151,147.510324033944,98.4595217008668,94.8675228628797,97.6647512433798,5,LL-B3
10509.4117165288,10100.0358534076,11321.2548871169,10175.3907024902,9901.00889422396,11318.2031154911,10489.5518427162,10080.9495889275,11299.8608570479,10665.2193418605,10575.301483094,10970.222096404,91.7582977738048,81.6002044727339,88.6094811506663,1105.85066920105,1118.00492762965,117.997974767119,152.75223440429,135.841813301076,147.510324033867,98.459521700816,94.8675228628255,97.6647512433238,5,LL-B3
10509.4117165228,10100.0358534023,11321.2548871116,10175.3907024851,9901.00889421905,11318.2031154851,10489.5518427111,10080.9495889233,11299.860857042,10665.2193418553,10575.301483088,10970.2220963988,91.7582977737594,81.6002044726869,88.6094811506196,1105.85066920042,1118.00492762899,117.997974767056,152.752234404204,135.841813300999,147.510324033778,98.4595217007589,94.8675228627736,97.6647512432691,5,LL-B3
10464.3617120586,10067.1724693722,11275.9892574654,10128.7617072835,9866.03865073212,11269.5763228134,10441.002576449,10044.6999643633,11250.8183634812,10625.9067664279,10541.7650871844,10931.0956358464,107.967766177295,96.0797861383573,104.356673083713,1117.35209177357,1131.21475082835,138.92493224268,179.674781515654,159.891374841206,173.665373497702,115.923011463959,111.737145488969,115.043992409174,5,LL-B3
10464.3617120517,10067.1724693668,11275.9892574593,10128.7617072786,9866.0386507263,11269.5763228066,10441.0025764429,10044.6999643589,11250.8183634751,10625.9067664228,10541.7650871782,10931.0956358409,107.967766177243,96.079786138298,104.356673083664,1117.35209177298,1131.21475082774,138.924932242607,179.674781515566,159.891374841119,173.665373497611,115.923011463907,111.737145488909,115.043992409109,5,LL-B3
10464.3617120468,10067.1724693603,11275.989257452,10128.7617072725,9866.03865072185,11269.5763228009,10441.002576438,10044.6999643523,11250.8183634687,10625.9067664167,10541.7650871729,10931.0956358341,107.967766177179,96.0797861382477,104.356673083605,1117.35209177235,1131.21475082709,138.924932242536,179.674781515453,159.891374841027,173.665373497527,115.92301146384,111.737145488861,115.04399240906,5,LL-B3
2525.86385540243,2525.86385532813,2525.86385542077,12.4227444326482,12.4227444026605,12.4227443426852,2522.82402551638,2522.82402537468,2522.82402543103,7941.66128783054,7941.661287851,7941.66128786596,13.1878270783629,13.1878270775795,13.1878270775862,7172.35790683384,7172.35790690969,7172.35790627001,21.9692131967722,21.969213196512,21.9692131954769,45.6558487033421,45.6558487031383,45.6558487034492,6,3PH-B3
2525.86385540127,2525.86385532559,2525.86385541895,12.4227444926235,12.4227445525988,12.4227445525988,2522.82402551536,2522.82402537376,2522.82402542954,7941.66128782549,7941.66128784732,7941.66128786192,13.1878270783517,13.1878270775714,13.1878270775831,7172.35790682432,7172.35790689975,7172.35790626614,21.9692131967448,21.9692131964777,21.9692131954647,45.6558487033138,45.6558487031128,45.6558487034245,6,3PH-B3
2525.8638553994,2525.86385532664,2525.86385542026,12.4227446125741,12.4227446125741,12.4227447634076,2522.82402551258,2522.82402537012,2522.82402542918,7941.66128782166,7941.66128784315,7941.66128785806,13.1878270783525,13.1878270775561,13.187827077566,7172.35790682605,7172.357906902,7172.35790626212,21.9692131967421,21.969213196504,21.9692131954444,45.6558487032946,45.6558487030942,45.6558487034076,6,3PH-B3
2522.99806269107,2522.99806257476,2522.99806268082,12.4116580509915,12.4116578158784,12.4116579959651,2519.3119421514,2519.31194199835,2519.31194220736,7928.48328069216,7928.48328067344,7928.48328073909,15.9956457277383,15.9956457274095,15.9956457275103,7165.97462357849,7165.9746237178,7165.97462292517,26.6397890062207,26.639789004248,26.6397890043607,55.3473300235297,55.347330023437,55.3473300237584,6,3PH-B3
2522.99806268891,2522.99806257256,2522.99806267947,12.4116581817261,12.4116576057772,12.4116580259795,2519.31194214545,2519.31194199671,2519.31194220748,7928.48328068712,7928.48328066892,7928.48328073385,15.995645727719,15.9956457273892,15.9956457275128,7165.97462356773,7165.97462370664,7165.97462292115,26.6397890062111,26.639789004218,26.6397890043624,55.3473300234969,55.3473300233964,55.3473300237334,6,3PH-B3
2522.99806268987,2522.99806257127,2522.99806267845,12.4116579059217,12.4116576658062,12.4116579659506,2519.3119421481,2519.31194199601,2519.31194220274,7928.48328068351,7928.48328066548,7928.48328073048,15.9956457277138,15.9956457273962,15.9956457275107,7165.97462357071,7165.97462370998,7165.97462291726,26.6397890061991,26.6397890042219,26.6397890043496,55.3473300234689,55.3473300233743,55.347330023702,6,3PH-B3
2520.13308232148,2520.13308228264,2520.13308232948,12.4005681065908,12.4005681366321,12.400568226756,2515.80270372911,2515.80270370658,2515.80270370196,7915.24525788804,7915.24525789511,7915.24525786976,18.7970578234786,18.7970578233447,18.7970578231748,7159.5897433164,7159.589743359,7159.58974268326,31.2972927657154,31.2972927662358,31.2972927659706,65.0058500061904,65.0058500064093,65.0058500062257,6,3PH-B3
2520.13308231763,2520.13308228086,2520.13308232773,12.400568437045,12.4005686172927,12.4005682567973,2515.80270372519,2515.80270370474,2515.80270369966,7915.24525788189,7915.24525789113,7915.24525786468,18.797057823451,18.7970578233261,18.797057823162,7159.5897433045,7159.58974334632,7159.58974267943,31.2972927656744,31.2972927661913,31.2972927659751,65.0058500061572,65.0058500063669,65.0058500061945,6,3PH-B3
2520.1330823207,2520.13308228058,2520.13308232737,12.4005685572101,12.4005686773753,12.4005682091198,2515.80270372712,2515.8027037038,2515.80270369742,7915.24525787766,7915.24525788683,7915.24525786053,18.7970578234647,18.7970578233176,18.7970578231561,7159.58974330852,7159.58974335107,7159.58974267547,31.2972927656743,31.2972927661984,31.2972927659501,65.0058500061214,65.0058500063405,65.0058500061506,6,3PH-B3
2518.22358728629,2518.2235872518,2518.22358720894,12.3931739730017,12.3931740569731,12.3931740932386,2513.4648310677,2513.46483103147,2513.46483098828,7906.38720322212,7906.3872031697,7906.38720315441,20.6611083694343,20.6611083694913,20.6611083689763,7155.33238493595,7155.3323849274,7155.33238432591,34.3950414242231,34.3950414243676,34.3950414234436,71.4264476857358,71.4264476861495,71.4264476854883,6,3PH-B3
2518.22358728188,2518.22358725038,2518.22358720597,12.3931736724096,12.3931740932386,12.3931742134754,2513.46483106233,2513.46483103046,2513.46483098541,7906.38720321728,7906.38720316521,7906.38720314969,20.66110836941,20.6611083694592,20.6611083689653,7155.33238492335,7155.33238491397,7155.332384322,34.3950414241463,34.3950414242973,34.3950414233762,71.4264476856861,71.4264476861001,71.426447685445,6,3PH-B3
2518.22358728226,2518.22358724946,2518.22358720364,12.3931736214137,12.3931740932386,12.3931740932386,2513.46483106362,2513.46483102808,2513.46483098418,7906.38720321392,7906.38720316045,7906.38720314695,20.6611083694298,20.6611083694733,20.6611083689591,7155.33238492818,7155.33238491951,7155.33238431794,34.3950414241945,34.3950414243055,34.3950414233857,71.4264476856556,71.4264476860637,71.4264476854026,6,3PH-B3
2514.40588670608,2514.40588655437,2514.40588669946,12.3783827478683,12.3783824770122,12.3783827177732,2508.79307685371,2508.79307671882,2508.79307681223,7888.5943080015,7888.59430795117,7888.59430800292,24.3806764391634,24.3806764376566,24.3806764383028,7146.81612664126,7146.81612684884,7146.81612607173,40.5731529465826,40.5731529452294,40.5731529463619,84.2231736520339,84.2231736517362,84.2231736516292,6,3PH-B3
2514.40588670184,2514.40588655177,2514.40588669805,12.378382446917,12.3783827478683,12.378382446917,2508.79307685001,2508.79307671686,2508.79307680961,7888.59430799679,7888.59430794646,7888.59430799916,24.3806764391382,24.3806764376184,24.3806764382752,7146.8161266272,7146.81612683377,7146.81612606808,40.5731529465217,40.5731529451803,40.573152946314,84.2231736519774,84.2231736516857,84.2231736515848,6,3PH-B3
2514.40588670532,2514.40588655226,2514.40588669708,12.3783827989252,12.3783822663463,12.3783828080586,2508.79307684811,2508.79307671632,2508.79307680968,7888.5943079917,7888.59430794362,7888.59430799476,24.3806764391443,24.3806764376458,24.3806764382977,7146.81612663335,7146.81612684102,7146.81612606411,40.5731529465579,40.5731529451713,40.5731529463178,84.2231736519302,84.2231736516572,84.2231736515392,6,3PH-B3
3435.95057396443,3435.95057395852,3435.95057402387,1200.77613154728,1200.77613150968,1200.77613152216,3431.8154742578,3431.81547420519,3431.8154742165,8106.67626657903,8106.67626661128,8106.67626662201,17.9394950055917,17.9394950049125,17.9394950052554,6940.70592588642,6940.70592590967,6940.70592578034,29.8848770439189,29.884877043988,29.8848770433591,46.6045039821781,46.6045039820101,46.604503982371,6,3PH-B3
3435.95057396187,3435.95057395669,3435.95057402298,1200.77613154223,1200.77613150764,1200.77613152089,3431.81547425518,3431.81547420305,3431.81547421493,8106.67626657491,8106.67626660612,8106.67626661824,17.9394950055773,17.939495004906,17.9394950052442,6940.70592588089,6940.70592590424,6940.70592577646,29.8848770439035,29.8848770439757,29.8848770433501,46.6045039821472,46.6045039819792,46.6045039823457,6,3PH-B3
3435.95057396047,3435.95057395414,3435.95057401933,1200.77613155147,1200.77613150408,1200.77613151999,3431.81547425381,3431.81547420218,3431.81547421274,8106.67626657047,8106.67626660227,8106.67626661402,17.9394950055741,17.9394950049034,17.9394950052389,6940.70592587883,6940.70592590215,6940.70592577267,29.8848770438959,29.8848770439567,29.884877043345,46.6045039821251,46.6045039819613,46.6045039823216,6,3PH-B3
3430.65411955806,3430.65411948036,3430.65411956882,1198.99968870506,1198.99968855631,1198.99968874302,3425.64190869115,3425.64190855861,3425.64190874732,8092.51355980501,8092.51355978499,8092.51355985277,21.7501268519512,21.7501268518238,21.7501268519867,6932.15425439778,6932.1542545012,6932.15425421204,36.2235323583724,36.2235323565148,36.223532356708,56.4923961945125,56.4923961944145,56.4923961947057,6,3PH-B3
3430.65411955289,3430.65411947771,3430.65411956664,1198.9996887053,1198.99968855541,1198.99968873779,3425.64190868726,3425.64190855551,3425.64190874561,8092.51355979942,8092.51355978086,8092.51355984776,21.7501268519364,21.7501268518087,21.7501268519713,6932.15425439196,6932.15425449527,6932.15425420816,36.2235323583303,36.2235323564953,36.2235323566715,56.492396194483,56.4923961943874,56.4923961946795,6,3PH-B3
3430.65411955269,3430.65411947774,3430.65411956443,1198.99968870658,1198.99968855749,1198.99968874282,3425.64190868811,3425.64190855645,3425.64190874366,8092.51355979565,8092.5135597761,8092.51355984331,21.7501268519279,21.7501268518004,21.7501268519537,6932.15425439018,6932.15425449353,6932.15425420432,36.2235323583323,36.2235323564922,36.22353235667,56.4923961944567,56.4923961943555,56.4923961946464,6,3PH-B3
